it_id	italian	nl_id	dutch	subject_omission	reflexive_construction	double_negation	diminutives_augmentatives	clitic_pronouns
4703624	La Germania è nell'Europa centrale.	4959317	Duitsland ligt in Midden-Europa.	False	False	False	False	False
3505614	Io non voglio altri problemi con Tom.	2323516	Ik wil niet nog meer problemen met Tom.	False	False	False	False	False
439940	Preferisco il caffè al tè.	737710	Ik heb liever koffie dan thee.	True	False	False	False	False
4962705	Lui non rivelò la sua identità.	1016952	Hij gaf zijn identiteit niet prijs.	False	False	False	False	True
1114015	Mi piacerebbe dire di sì, però...	847616	Ik wil graag ja zeggen, maar...	False	False	False	False	False
2398227	Giochi a tennis?	4963849	Speel je tennis?	False	False	False	False	False
2398228	Tu giochi a tennis?	4963849	Speel je tennis?	False	False	False	False	False
985195	Sono andato a pattinare sul lago.	3655970	Ik ging schaatsen op het meer.	True	False	False	False	False
2601525	Il sole sta già sorgendo.	383681	De zon gaat al op.	False	False	False	False	False
4967802	Comprami 4 grandi patate.	4448628	Koop vier grote aardappelen voor me.	True	False	False	False	False
4514325	Immagino di non essere la prima a dirtelo.	4514877	Ik zal wel niet de eerste zijn die je dat vertelt.	True	False	False	True	True
4514322	Immagino di non essere il primo a dirtelo.	4514877	Ik zal wel niet de eerste zijn die je dat vertelt.	True	False	False	True	False
830166	Il tempo ha molto a che fare con la nostra salute.	830214	Het weer heeft veel met onze gezondheid te maken.	False	False	False	False	True
979947	La pace è ritornata dopo tre anni di guerra.	720398	De vrede kwam terug na drie jaar oorlog.	False	False	False	False	False
979949	È ritornata la pace dopo tre anni di guerra.	720398	De vrede kwam terug na drie jaar oorlog.	True	False	False	False	True
2036513	Trovo molto noioso imparare i verbi irregolari.	4970661	Onregelmatige werkwoorden leren vind ik heel vervelend.	True	False	False	False	False
2036514	Io trovo molto noioso imparare i verbi irregolari.	4970661	Onregelmatige werkwoorden leren vind ik heel vervelend.	False	False	False	False	False
2206721	Io sto parlando.	4976199	Ik ben aan het praten.	False	False	False	False	False
2206720	Sto parlando.	4976199	Ik ben aan het praten.	True	False	False	False	False
1850477	Mi chiamo Tom.	4979988	Ik heet Tom.	False	False	False	False	False
1850479	Io mi chiamo Tom.	4979988	Ik heet Tom.	False	True	False	False	True
4969882	È troppo fumoso qui dentro per me.	4979853	Het is me hierbinnen te rokerig.	True	False	False	False	False
3884389	"La Papua Nuova Guinea si chiama ""Papua Niugini"" in tok pisin."	3399488	"Papoea-Nieuw-Guinea wordt in Tok Pisin ""Papua Niugini"" genoemd."	False	True	False	False	False
715234	Preferisco la fantascienza.	1622415	Sciencefiction bevalt me meer.	True	False	False	False	True
4564541	Io preferisco la fantascienza.	1622415	Sciencefiction bevalt me meer.	False	False	False	False	True
4644599	Il tempo lo dirà.	4980446	De tijd zal het zeggen.	False	False	False	False	True
4722467	Vorrei fare una domanda.	384991	Ik wil graag een vraag stellen.	True	False	False	False	False
2028898	Vorrei porre una domanda.	384991	Ik wil graag een vraag stellen.	True	False	False	False	False
2943007	Qual è il salario minimo in Repubblica Ceca?	4279550	Hoe hoog is het minimumloon in Tsjechië?	False	False	False	False	False
2786027	Io trovo quelle scarpe troppo costose.	4980972	Die schoenen lijken me te duur.	False	False	False	False	False
641873	Trovo quelle scarpe troppo costose.	4980972	Die schoenen lijken me te duur.	True	False	False	False	False
4416382	Thalia è la mia cantante preferita.	4980956	Mijn favoriete zangeres is Thalía.	False	False	False	False	True
4264242	Oggi è mercoledì.	4980753	Het is vandaag woensdag.	False	False	False	False	False
4722467	Vorrei fare una domanda.	4980462	Ik zou iets willen vragen.	True	False	False	False	False
2028898	Vorrei porre una domanda.	4980462	Ik zou iets willen vragen.	True	False	False	False	False
4982258	La notte scorsa abbiamo fatto una passeggiata in bicicletta per la città.	4977237	Gisterennacht fietsten we door de stad.	False	False	False	False	True
4361922	La folla riempiva la sala.	4984204	De menigte vulde de zaal.	False	False	False	False	True
4429	L'Italia è un paese molto bello.	4983530	Italië is een prachtig land.	False	False	False	False	False
4963582	Io abito in un piccolo appartamento.	4983480	Ik woon in een klein appartement.	False	False	False	False	False
4963581	Abito in un piccolo appartamento.	4983480	Ik woon in een klein appartement.	False	False	False	False	False
4963580	Vivo in un piccolo appartamento.	4983480	Ik woon in een klein appartement.	True	False	False	False	False
4963579	Io vivo in un piccolo appartamento.	4983480	Ik woon in een klein appartement.	False	False	False	False	False
4983429	Io vedo il cielo.	4983375	Ik zie de hemel.	False	False	False	False	False
4983427	Vedo il cielo.	4983375	Ik zie de hemel.	True	False	False	False	False
3120397	L'Alsazia è la regione più piccola.	4722709	Alsace is de kleinste administratieve regio.	False	False	False	True	True
394353	Ho passato dodici ore in treno.	4987387	Ik heb twaalf uur in de trein doorgebracht.	True	False	False	False	False
1266048	La settimana è finita.	4987454	De week is voorbij.	False	False	False	False	False
2324344	Scrivi delle lettere d'amore?	4987649	Schrijf jij liefdesbrieven?	True	False	False	False	False
2324345	Tu scrivi delle lettere d'amore?	4987649	Schrijf jij liefdesbrieven?	False	False	False	False	False
914220	"Mi dice sempre ""Buongiorno"" quando lo vedo."	734552	"Telkens als ik hem zie, zegt hij ""Goeiedag!""."	False	False	False	False	True
4166761	Marie quando arriverà all'aeroporto?	4989103	Wanneer komt Maria op de luchthaven aan?	False	False	False	False	False
2524510	Io mangio.	3340025	Ik ben aan het eten.	False	False	False	False	False
1101603	È vero che andrai a studiare a Londra?	4989217	Is het waar dat je in Londen gaat studeren?	True	False	False	False	False
2137582	Ha stravinto.	4989743	Hij heeft gewonnen.	True	False	False	False	False
2137582	Ha stravinto.	4989745	Zij heeft gewonnen.	True	False	False	False	False
2960309	È a Boston?	4995055	Ben je in Boston?	True	False	False	False	False
4643588	Non vedo vie d'uscita.	4640461	Ik zie geen enkele uitweg!	False	False	False	False	False
750837	Lei era molto fiera di suo padre.	4996663	Zij was heel trots op haar vader.	False	False	False	False	False
750836	Era molto fiera di suo padre.	4996663	Zij was heel trots op haar vader.	True	False	False	False	False
4786288	Tu inizi seriamente a darmi sui nervi.	4996687	Je begint me echt op de zenuwen te werken.	False	False	False	False	False
4786287	Inizi seriamente a darmi sui nervi.	4996687	Je begint me echt op de zenuwen te werken.	True	False	False	False	False
4786286	Tu cominci seriamente a darmi sui nervi.	4996687	Je begint me echt op de zenuwen te werken.	False	False	False	False	False
4786285	Cominci seriamente a darmi sui nervi.	4996687	Je begint me echt op de zenuwen te werken.	True	False	False	False	False
992681	Spegnete la tele. Non riesco a concentrarmi.	1033240	Zet de televisie uit. Ik kan me niet concentreren.	True	False	False	False	True
992683	Spenga la tele. Non riesco a concentrarmi.	1033240	Zet de televisie uit. Ik kan me niet concentreren.	True	False	False	False	True
992682	Spenga la televisione. Non riesco a concentrarmi.	1033240	Zet de televisie uit. Ik kan me niet concentreren.	True	False	False	False	True
992680	Spegnete la televisione. Non riesco a concentrarmi.	1033240	Zet de televisie uit. Ik kan me niet concentreren.	True	False	False	False	True
992679	Spegni la tele. Non riesco a concentrarmi.	1033240	Zet de televisie uit. Ik kan me niet concentreren.	True	False	False	False	True
992678	Spegni la televisione. Non riesco a concentrarmi.	1033240	Zet de televisie uit. Ik kan me niet concentreren.	True	False	False	False	True
3021793	La fame è il miglior condimento.	664518	Honger is de beste saus.	False	False	False	False	False
4511992	Deve molti soldi.	5001746	Zij is veel geld schuldig.	True	False	False	False	False
4511992	Deve molti soldi.	5001743	Hij is veel geld schuldig.	True	False	False	False	False
1764991	La giustizia è costosa.	5964	Gerechtigheid is duur.	False	False	False	False	False
1875468	Ho cercato di scappare.	924326	Ik probeerde te ontsnappen.	True	False	False	False	False
2917410	Domani è un nuovo giorno.	2918425	Morgen is een nieuwe dag.	False	False	False	False	False
2823194	Tom non era preparato per questo.	4516637	Tom was hier niet klaar voor.	False	False	False	False	False
2010335	Questa zuppa è troppo salata.	4980949	Deze soep is te zout.	False	False	False	False	False
698775	Per piacere dimmi la tua opinione.	698872	Geef me jouw opinie, alsjeblieft.	False	False	False	False	True
985173	"Quanti anni hai? ""Sedici anni."""	4537960	"Hoe oud ben je? ""Ik ben zestien."""	False	False	False	False	False
758861	"Quanti anni hai? ""Ho sedici anni."""	4537960	"Hoe oud ben je? ""Ik ben zestien."""	False	False	False	False	False
610095	Mi hai tolto le parole di bocca.	5010920	Je hebt me de woorden uit de mond gehaald.	False	False	False	False	True
3867748	Tom ha litigato con Mary riguardo ai soldi.	5026895	Tom ruziede met Mary over geld.	False	False	False	False	False
427945	Da stamattina, ho letto tre libri.	848994	Sinds vanmorgen heb ik drie boeken gelezen.	False	False	False	True	False
3548007	È lei che dà da mangiare al nostro cane.	5030658	Zij is degene die onze hond te eten geeft.	True	False	False	False	False
622239	Perché non hai ballato con lui?	5030698	Waarom heb je niet met hem gedanst?	False	False	False	False	False
4605772	È una storia basata su un evento reale.	4766498	Het is een verhaal gebaseerd op een echte gebeurtenis.	True	False	False	False	False
2159787	Voliamo a Los Angeles domani.	5043081	We vliegen morgen naar Los Angeles.	True	False	False	False	False
4053364	Come funzionano queste cose?	4521535	Hoe werken deze dingen?	False	False	False	False	False
3665787	Io non avrei mai dovuto dire niente.	5045513	Ik had nooit iets moeten zeggen.	False	False	False	False	False
402733	Me ne sbatto le palle.	5045959	Ik geef er geen reet om.	False	False	False	False	True
2060751	Il mio proposito per l'anno nuovo è imparare a suonare l'ocarina.	4758878	Mijn voornemen voor het nieuwe jaar is om ocarina te leren spelen.	False	False	False	False	False
853871	L'arte è lunga, la vita è breve.	387817	De kunst is lang, het leven is kort.	False	False	False	False	True
2459086	In quale direzione è andato?	5064851	Welke richting is hij uitgegaan?	False	False	False	True	False
1520783	A domani in ufficio.	1088506	Tot morgen op kantoor.	False	False	False	False	False
385342	Quella è la casa dove abita lui.	1532599	Dat is het huis waar hij woont.	False	False	False	False	True
1114945	Parla l'inglese meglio di me.	5075759	Hij spreekt beter Engels dan ik.	True	False	False	False	False
1114947	Lui parla l'inglese meglio di me.	5075759	Hij spreekt beter Engels dan ik.	False	False	False	False	False
3302815	C'è buio in questa camera.	5062862	Het is donker in deze kamer.	False	False	False	False	False
3302813	C'è buio in questa stanza.	5062862	Het is donker in deze kamer.	False	False	False	False	False
3756019	Resti in contatto con me.	5051688	Blijft met mij in contact.	False	False	False	False	False
350362	Di solito mio padre torna a casa alle sei.	5095611	Mijn vader komt gewoonlijk om zes uur thuis.	False	False	False	False	False
4580787	Sceglietene una.	5098133	Kies er één.	True	False	False	False	False
3614807	Perché tutti pensano che io sia stupido?	3615286	Waarom denkt iedereen dat ik dom ben?	False	False	False	False	False
3614806	Non sei per niente stupido.	3615282	Je bent helemaal niet dom.	False	False	True	False	False
3526022	Non mi piace per niente.	3615288	Ik mag haar helemaal niet.	False	True	False	False	True
1518515	Prendemmo in affitto l'appartamento.	857952	We huurden het appartement.	True	False	False	False	False
1518513	Abbiamo preso in affitto l'appartamento.	857952	We huurden het appartement.	True	False	False	False	False
4987909	Ho dimenticato il suo cognome.	5119821	Ik ben uw familienaam vergeten.	True	False	False	False	False
1794618	Devo finire il lavoro per le quattro.	766605	Ik moet het werk af hebben tegen vier uur.	True	False	False	False	True
2780454	Io devo finire il lavoro per le quattro.	766605	Ik moet het werk af hebben tegen vier uur.	False	False	False	False	True
2131106	A me piace la vostra città.	2131102	Ik hou van uw stad.	False	False	False	False	True
1491038	Non so il suo nome.	1497366	Ik weet zijn naam niet.	False	False	False	False	False
2804412	Devo aggiungere del sale?	5128816	Moet ik zout toevoegen?	True	False	False	False	False
1631529	Sembri felice oggi.	4036663	Je ziet er gelukkig uit vandaag.	True	False	False	False	False
1552017	Ci divertiremo molto.	1478128	We gaan veel plezier beleven.	False	False	False	False	False
1552018	Noi ci divertiremo molto.	1478128	We gaan veel plezier beleven.	False	True	False	False	True
3758256	Abbiamo un supermercato grande.	5128761	We hebben een grote supermarkt.	True	False	False	False	False
3758257	Noi abbiamo un supermercato grande.	5128761	We hebben een grote supermarkt.	False	False	False	False	False
1672654	Tu parteciperai alla riunione?	1131554	Komt ge naar de vergadering?	False	False	False	False	False
3577129	Farragut conquistò New Orleans senza alcuna lotta.	5128786	Farragut heeft New Orleans zonder slag of stoot ingenomen.	False	False	False	False	False
4404392	Capito?	5135295	Begrepen?	True	False	False	False	False
621052	Nessuno è venuto.	1020962	Er is niemand gekomen.	False	False	False	False	False
2238075	Non venne nessuno.	1020962	Er is niemand gekomen.	False	False	False	False	False
375356	Non è venuto nessuno.	1020962	Er is niemand gekomen.	False	False	False	False	False
3833851	Nuotiamo.	2008874	Laat ons zwemmen.	True	False	False	False	False
3508198	A Tom piacciono i pomodori?	5140101	Houdt Tom van tomaten?	False	False	False	False	False
3833314	Tu non hai fame.	3615135	Je hebt geen honger.	False	False	False	False	False
3833313	Non hai fame.	3615135	Je hebt geen honger.	False	False	False	False	False
2484785	Ha risposto in maniera maleducata.	5141488	Hij antwoordde op een onbeschofte manier.	True	False	False	False	False
2484786	Lui ha risposto in maniera maleducata.	5141488	Hij antwoordde op een onbeschofte manier.	False	False	False	False	False
4612691	I palestinesi hanno il diritto di avere una terra?	5142027	Hebben de Palestijnen recht op een land?	False	False	False	False	False
1714923	Quante lingue ci sono in Europa?	1329753	Hoeveel talen zijn er in Europa?	False	True	False	False	True
3816628	Lui era a corto di idee.	5147941	Hij zat zonder ideeën.	False	False	False	False	False
2388520	Era a corto di idee.	5147941	Hij zat zonder ideeën.	True	False	False	False	False
4534220	La sabbia era calda.	5147948	Het zand was warm.	False	False	False	False	False
3884397	Ha persino piovuto un po'.	2691077	Het heeft zelfs een beetje geregend.	True	False	False	True	False
4236617	Io vorrei mangiare.	4797577	Ik zou graag eten.	False	False	False	False	False
4236616	Vorrei mangiare.	4797577	Ik zou graag eten.	True	False	False	False	False
4236613	A me piacerebbe mangiare.	4797577	Ik zou graag eten.	False	False	False	False	False
4236611	Mi piacerebbe mangiare.	4797577	Ik zou graag eten.	False	False	False	False	False
1697453	Voglio mangiare.	5150778	Ik wil eten.	True	False	False	False	False
1697455	Io voglio mangiare.	5150778	Ik wil eten.	False	False	False	False	False
2283880	Io canto.	3339258	Ik zing.	False	False	False	False	False
2283879	Canto.	3339258	Ik zing.	False	False	False	False	False
2883299	Penso di avere una tendinite.	5158219	Ik denk dat ik een peesontsteking heb.	True	False	False	False	False
2883300	Io penso di avere una tendinite.	5158219	Ik denk dat ik een peesontsteking heb.	False	False	False	False	False
2883299	Penso di avere una tendinite.	5158213	Ik denk dat ik tendinitis heb.	True	False	False	False	False
2883300	Io penso di avere una tendinite.	5158213	Ik denk dat ik tendinitis heb.	False	False	False	False	False
2706025	Tom, avendo lavorato tutto il giorno, voleva riposarsi.	1534487	Tom, die de hele dag gewerkt had, wilde gaan rusten.	False	False	False	False	False
4960106	Qual è il prezzo di questo cappello?	5158907	Hoeveel kost deze hoed?	False	False	False	False	False
1071934	La camera del signor Johnson era spaziosa.	5155582	De kamer van mijnheer Johnson was ruim.	False	False	False	False	False
1071926	La stanza del signor Johnson era vasta.	5155582	De kamer van mijnheer Johnson was ruim.	False	False	False	False	False
2452241	Molti bei fiori sbocciano in primavera.	2818169	Veel mooie bloemen bloeien in de lente.	False	False	False	False	False
2452242	Sbocciano molti bei fiori in primavera.	2818169	Veel mooie bloemen bloeien in de lente.	True	False	False	False	False
3251551	Il treno partirà presto.	5161807	De trein zal binnenkort vertrekken.	False	False	False	False	False
724420	L'esame che ha fatto la settimana scorsa era molto difficile.	709724	Het examen dat hij vorige week afgelegd heeft was uiterst moeilijk.	False	False	False	False	True
4824446	Perché c'è così freddo qua dentro?	5162044	Waarom is het hier binnen zo koud?	False	False	False	False	False
5171310	Tu sei una femminista?	5171567	Ben je een feminist?	False	False	False	False	False
5170824	Mio padre non disse niente.	5171568	Mijn vader zegt niks.	False	False	False	False	False
5170350	È una questione molto complicata.	5171571	Het is een zeer ingewikkelde vraag.	True	False	False	True	False
5170335	Quando è il suo compleanno?	5171572	Wanneer is zijn verjaardag?	False	False	False	False	False
385456	Abbiamo fame.	695319	Wij hebben honger.	True	False	False	False	False
5159184	Noi abbiamo fame.	695319	Wij hebben honger.	False	False	False	False	False
385456	Abbiamo fame.	1090304	We hebben honger.	True	False	False	False	False
5159184	Noi abbiamo fame.	1090304	We hebben honger.	False	False	False	False	False
5170822	Mio padre non ha detto niente.	5171608	Mijn vader zei niets.	False	False	False	True	False
5170501	Io spero che aiuti.	5171596	Ik hoop dat het helpt.	False	False	False	False	False
5170498	Spero che aiuti.	5171596	Ik hoop dat het helpt.	True	False	False	False	False
2394569	Riesci a continuare?	2969112	Kun je verder gaan?	True	False	False	False	False
2394566	Puoi continuare?	2969112	Kun je verder gaan?	True	False	False	False	False
5171495	Io vorrei avere un cane.	5171626	Ik wou dat ik een hond had.	False	False	False	False	False
5171494	Vorrei avere un cane.	5171626	Ik wou dat ik een hond had.	True	False	False	False	False
3139189	Vai a dormire?	5171623	Ga je slapen?	True	False	False	False	False
5170333	Questa casa è stata costruita nel 1870.	5171604	Dit huis is gebouwd in 1870.	False	False	False	False	False
1837300	Il mio nome è rumeno; il suo è americano.	408227	Mijn naam is Roemeens, de zijne is Amerikaans.	False	False	False	False	False
1522580	Io non ho altro da dire.	5175644	Ik heb niets anders te zeggen.	False	False	False	False	False
1522579	Non ho altro da dire.	5175644	Ik heb niets anders te zeggen.	False	False	False	False	False
4475765	Tu sai già troppo.	3680828	Je weet al te veel.	False	False	False	False	False
4475764	Sai già troppo.	3680828	Je weet al te veel.	True	False	False	False	False
2941550	Fumare è terribile per la vostra salute.	811721	Roken is verschrikkelijk voor uw gezondheid.	True	False	False	False	True
4965596	Chi gioca a golf?	5184439	Wie speelt er golf?	False	False	False	False	False
5181697	La notte è fatta per dormire.	5181709	De nacht is bestemd om te slapen.	False	False	False	False	False
4210345	Tom pagherà tutto.	5179921	Tom betaalt alles.	False	False	False	False	False
3318207	Il mio istruttore di guida dice che io dovrei essere più paziente.	2502461	Mijn rijinstructeur zegt dat ik geduldiger moet zijn.	False	False	False	False	False
1612930	Il mio istruttore di guida dice che dovrei essere più paziente.	2502461	Mijn rijinstructeur zegt dat ik geduldiger moet zijn.	False	False	False	False	False
3872821	Loro volevano qualcosa di meglio.	5191453	Zij wilden iets beters.	False	False	False	False	False
3872819	Volevano qualcosa di meglio.	5191453	Zij wilden iets beters.	True	False	False	False	False
3015566	Aiutami, per piacere.	4564957	Help me a.u.b.	True	False	False	False	False
2201508	Mi aiuti, per favore.	4564957	Help me a.u.b.	False	False	False	False	False
3015565	Aiutami, per favore.	4564957	Help me a.u.b.	True	False	False	False	False
3015561	Mi aiuti, per piacere.	4564957	Help me a.u.b.	False	False	False	False	False
4556851	Scacco matto!	5198266	Schaakmat!	False	False	False	False	False
5203060	A me piace studiare lo spagnolo.	2453734	Ik hou van Spaans studeren.	False	False	False	False	True
5203059	Mi piace studiare lo spagnolo.	2453734	Ik hou van Spaans studeren.	False	False	False	False	True
997700	Riuscì ad arrivare lì in tempo.	2848049	Hij slaagde erin om daar op tijd te zijn.	True	False	False	False	False
5004397	Hai un problema con questo?	5203204	Heb je hier een probleem mee?	True	False	False	False	False
5004398	Tu hai un problema con questo?	5203204	Heb je hier een probleem mee?	False	False	False	False	False
672478	Ho comprato del pane fresco.	5203181	Ik heb vers brood gekocht.	True	False	False	False	False
3461036	Io ho comprato del pane fresco.	5203181	Ik heb vers brood gekocht.	False	False	False	False	False
4503104	Che bel tempo!	2224221	Wat een mooi weer!	False	False	False	False	False
1494023	Raccolgono la nostra spazzatura ogni lunedì.	5207407	Ons vuilnis wordt iedere maandag afgehaald.	True	False	False	False	True
5202778	Io penso che pioverà presto.	5210197	Ik denk dat het weldra gaat regenen.	False	False	False	False	False
5202777	Penso che pioverà presto.	5210197	Ik denk dat het weldra gaat regenen.	True	False	False	False	False
3500176	Più lungo è il giorno, più corta è la notte.	5210340	Hoe langer de dag, des te korter de nacht.	False	False	False	False	True
3500176	Più lungo è il giorno, più corta è la notte.	5210339	Hoe langer de dag, hoe korter de nacht.	False	False	False	False	True
5055784	Graham Greene è il mio autore preferito.	5212461	Graham Greene is mijn lievelingsschrijver.	False	False	False	False	False
5217193	Se vieni a Rio, non dimenticare di chiamarmi per essere la tua guida!	5217261	Als je naar Rio komt, vergeet dan niet mij te bellen en te vragen om jouw gids te zijn.	False	False	False	False	True
5217443	Io stavo tremando come una foglia.	5217486	Ik trilde als een espenblad.	False	False	False	False	False
5217442	Stavo tremando come una foglia.	5217486	Ik trilde als een espenblad.	True	False	False	False	False
1081780	Ho troppe cose da fare.	657338	Ik heb te veel te doen.	True	False	False	False	False
2816030	Ci sono dieci gradi sotto zero adesso.	2350210	Het is momenteel 10 graden onder nul.	False	False	False	False	False
1931789	Voglio dare alla mamma una pianta.	1678472	Ik wil een plant aan mama geven.	True	False	False	False	False
1931790	Io voglio dare alla mamma una pianta.	1678472	Ik wil een plant aan mama geven.	False	False	False	False	False
2754412	Fa particolarmente caldo oggi.	801532	Het is vandaag bijzonder heet.	True	False	False	False	False
4312820	Questo vino ha un ottimo sapore.	377349	Deze wijn is erg lekker.	False	False	False	True	False
1171846	Amo il golf.	5191445	Ik hou van golf.	True	False	False	False	False
4472382	Io amo il golf.	5191445	Ik hou van golf.	False	False	False	False	False
5187926	Non so che aspetto abbia la casa di Tom.	5188502	Ik weet niet hoe Toms huis eruitziet.	False	False	False	True	True
5187927	Io non so che aspetto abbia la casa di Tom.	5188502	Ik weet niet hoe Toms huis eruitziet.	False	False	False	True	True
3187987	Stai scherzando, vero?	5188019	Je maakt een grapje, niet?	True	False	False	False	False
1215852	Ti fa male spesso la testa?	5187925	Heb je dikwijls hoofdpijn?	False	False	False	False	True
824088	L'autore è brasiliano.	5187906	De auteur is Braziliaan.	False	False	False	False	False
3300991	Lord Ashburton aveva una moglie americana.	3376235	Lord Ashburton had een Amerikaanse vrouw.	False	False	False	False	False
3116662	Tutti hanno dei segreti.	5228112	Iedereen heeft geheimen.	False	False	False	False	False
3665031	Hanno tutti dei segreti.	5228112	Iedereen heeft geheimen.	True	False	False	False	False
4649447	Lei ha perso le sue chiavi della macchina.	3218732	Ze is de autosleutels verloren.	False	False	False	False	True
4649446	Ha perso le sue chiavi della macchina.	3218732	Ze is de autosleutels verloren.	True	False	False	False	True
1002819	Ti passo a prendere a casa tua alle cinque.	750779	Ik kom u bij u ophalen om vijf uur.	False	False	False	False	False
4581644	La polizia trovò la bicicletta di Tom.	5231518	De politie heeft Toms fiets gevonden.	False	False	False	False	True
4581643	La polizia ha trovato la bicicletta di Tom.	5231518	De politie heeft Toms fiets gevonden.	False	False	False	False	True
4581642	La polizia trovò la bici di Tom.	5231518	De politie heeft Toms fiets gevonden.	False	False	False	False	True
4581641	La polizia ha trovato la bici di Tom.	5231518	De politie heeft Toms fiets gevonden.	False	False	False	False	True
658416	Questa fabbrica produce pezzi per automobili.	731510	Deze fabriek produceert auto-onderdelen.	False	False	False	False	False
3632193	Questa fabbrica produce parti di automobili.	731510	Deze fabriek produceert auto-onderdelen.	False	False	False	False	False
4209345	Faccia qualcosa!	382127	Doe iets!	True	False	False	False	False
1740371	Quanto è grande la casa di Tom?	3218948	Hoe groot is Toms huis?	False	False	False	False	True
430319	Lui era troppo vecchio per nuotare.	5241929	Hij was te oud om te zwemmen.	False	False	False	False	False
5239969	Io ero in campagna.	5240784	Ik was op het platteland.	False	False	False	False	False
5239968	Ero in campagna.	5240784	Ik was op het platteland.	True	False	False	False	False
5240014	Io sono in campagna.	5240783	Ik ben op het platteland.	False	False	False	False	False
5240012	Sono in campagna.	5240783	Ik ben op het platteland.	True	False	False	False	False
3106390	Tom ha lasciato Mary per un'altra donna.	5239748	Tom heeft Maria voor een andere vrouw verlaten.	False	False	False	False	False
3106391	Tom lasciò Mary per un'altra donna.	5239748	Tom heeft Maria voor een andere vrouw verlaten.	False	False	False	False	False
2699592	Tom non ha bisogno dell'aiuto di Mary.	5247303	Tom heeft de hulp van Maria niet nodig.	False	False	False	False	False
2699542	Tom non abita con Mary.	5247326	Tom woont niet met Maria samen.	False	False	False	False	False
1848647	A Tom non piace il caffè irlandese.	5248647	Tom houdt niet van Irish Coffee.	False	False	False	False	False
3526205	Grazie per il suggerimento.	5252736	Dank u voor de suggestie.	False	False	False	False	False
2566581	Lui si è laureato all'Università di Tokyo.	699715	Hij haalde zijn diploma aan de universiteit van Tokio.	False	True	False	False	False
373707	La scuola comincia in primavera.	1118282	De school begint in de lente.	False	False	False	False	False
632991	Le chiavi sono sul tavolo.	763404	De sleutels liggen op tafel.	False	False	False	False	False
1135781	Lui l'amerà per sempre.	1372109	Hij zal voor altijd van haar houden.	False	False	False	False	False
2608803	Tom ha comprato la stessa macchina fotografica che ha Mary.	2226215	Tom kocht dezelfde camera die Mary ook heeft.	False	False	False	False	True
2733774	Io avevo voglia di parlare con qualcuno.	2790117	Ik had zin om met iemand te praten.	False	False	False	False	False
2733773	Avevo voglia di parlare con qualcuno.	2790117	Ik had zin om met iemand te praten.	True	False	False	False	False
1301449	Il mio orologio perde due minuti al giorno.	5265932	Mijn horloge loopt iedere dag twee minuten achter.	False	False	False	False	False
4567118	Ho esagerato.	5263627	Ik heb overdreven.	True	False	False	False	False
4567120	Io ho esagerato.	5263627	Ik heb overdreven.	False	False	False	False	False
4567121	Esagerai.	5263627	Ik heb overdreven.	True	False	False	False	False
4567124	Io esagerai.	5263627	Ik heb overdreven.	False	False	False	False	False
4990823	Ho imparato così tanto.	4979763	Ik heb zo veel geleerd.	True	False	False	False	False
4990824	Io ho imparato così tanto.	4979763	Ik heb zo veel geleerd.	False	False	False	False	False
4002015	Non bere così tanta birra.	947778	Drink niet zoveel bier.	False	False	False	False	False
5269401	Ho bisogno di un preservativo.	5268733	Ik heb een condoom nodig.	True	False	False	False	False
374448	Tokyo è una grande città.	702045	Tokio is een grote stad.	False	False	False	False	False
701156	Questa conversazione sta venendo registrata.	5275592	Dit gesprek wordt opgenomen.	False	False	False	True	False
3805750	Sento il tamburo.	3335834	Ik hoor de trommel.	True	False	False	False	False
3805751	Io sento il tamburo.	3335834	Ik hoor de trommel.	False	False	False	False	False
3583097	Tom si è tolto la camicia.	1483044	Tom trok zijn shirt uit.	False	True	False	False	True
3583098	Tom si tolse la camicia.	1483044	Tom trok zijn shirt uit.	False	True	False	False	True
630794	Queste sono tutte citazioni dalla Bibbia.	738144	Dat zijn allemaal citaten uit de Bijbel.	False	False	False	False	False
4001682	Io ho chiuso tutte e sei le finestre.	885131	Ik heb alle zes de vensters gesloten.	False	False	False	False	True
5276718	Il cielo sarà blu.	5276692	De lucht zal blauw zijn.	False	False	False	False	False
2437023	Pago le tasse.	5278067	Ik betaal belastingen.	True	False	False	False	True
2437024	Io pago le tasse.	5278067	Ik betaal belastingen.	False	False	False	False	True
3655348	Loro stanno lottando per la libertà.	1479962	Ze vechten voor vrijheid.	False	False	False	False	True
3655347	Stanno lottando per la libertà.	1479962	Ze vechten voor vrijheid.	True	False	False	False	True
3193212	Facciamola breve.	796719	Laat het ons kort houden.	False	False	False	False	False
4955001	Noi eravamo testimoni dell'incidente.	1532622	Wij waren getuigen van het ongeluk.	False	False	False	False	False
4955000	Eravamo testimoni dell'incidente.	1532622	Wij waren getuigen van het ongeluk.	True	False	False	False	False
1740549	Dov'è l'ospedale più vicino?	5295833	Waar is het dichtstbijzijnde ziekenhuis?	False	False	False	False	False
373890	Pensa prima di parlare.	657874	Eerst denken, dan zeggen.	True	False	False	False	False
628196	Andiamo in spiaggia.	2920566	Laten we naar het strand gaan.	True	False	False	False	False
3514123	La conferenza ha avuto luogo ieri.	1659552	De vergadering was gisteren.	False	False	False	False	False
3514124	Il convegno ha avuto luogo ieri.	1659552	De vergadering was gisteren.	False	False	False	False	False
