it_id	italian	nl_id	dutch
1860308	Io non so per niente come giocare a golf.	4640653	Ik weet überhaupt niet hoe je golf speelt.
1246849	A causa della densa nebbia non si vedeva nessun uomo.	2811790	Door de dichte mist, was er geen mens te zien.
8562336	Non voglio vedere nessuno morire.	12326273	Ik wil niemand zien sterven.
5953693	Se non hai niente da dire, non parlare.	8210865	Als je niets te zeggen hebt, zeg dan niets.
624898	Lui non beve e non fuma.	1307936	Hij rookt noch drinkt.
1329776	Non c'è nessun dubbio.	7897987	Er is geen twijfel.
389763	Apprendiamo per esperienza che gli uomini non apprendono mai niente per esperienza.	394914	We leren uit ervaring dat mensen nooit iets leren uit ervaring.
905673	L'amichetto svogliato di Beth le ha chiesto di fargli i compiti di storia.	688880	Het luie vriendje van Beth vroeg haar zijn geschiedeniswerk te maken.
6569577	Tom vuole un modellino di treno per Natale.	9502715	Tom wil een modeltrein voor kerst.
6569577	Tom vuole un modellino di treno per Natale.	9502712	Tom wil een modeltrein voor Kerstmis.
1160411	Quel laghetto è profondo tre metri.	1011256	Deze vijver is drie meter diep.
6871496	Lui può prendere il mio motorino per qualche giorno.	11477039	Hij mag een paar dagen mijn brommer lenen.
3540719	Il ragazzino è allo zoo.	4493319	Het jongetje is in de dierentuin.
7755165	Tom mangiò un altro orsetto gommoso.	7753471	Tom at nog een gummibeer.
3628737	Io penso che valga la pena fare un tentativo.	2113237	Ik denk dat het het proberen waard is.
3298644	Lei non mi ascolta.	4146851	Ze luistert niet naar me.
3506869	A te piacciono le sorprese?	3637383	Hou je van verrassingen?
3326500	Che colore ha la neve?	11623274	Welke kleur heeft sneeuw?
2728526	Io lo so.	439266	Ik weet het.
1636912	Isabela era la mia prima ragazza.	2354722	Isabela was mijn eerste vriendin.
7496578	Ora potete attraversare la strada.	6275268	Nu kunnen jullie oversteken.
2032176	Non mi piace la scienza.	810480	Ik hou niet van wetenschap.
4350079	Amo la poesia.	7428231	Ik hou van poëzie.
5570586	Io amo la mia vita.	8176028	Ik hou van mijn leven.
4485500	Vivo la vita.	9562301	Ik leef het leven.
5187926	Non so che aspetto abbia la casa di Tom.	5188502	Ik weet niet hoe Toms huis eruitziet.
6860931	Quelle sono le macchine dei nostri insegnanti.	12743433	Dat zijn de auto's van onze leraren.
1642585	A me piace la neve.	7125897	Ik hou van sneeuw.
643225	Così è la vita.	8245166	Zo is het leven.
6822625	Sono le mie preferite.	7546268	Zij zijn mijn favoriet.
2608854	Tom mi chiamò da Boston.	8003099	Tom belde me vanuit Boston.
3801700	Tu sei la ragazza di Tom?	7555257	Ben jij Toms vriendin?
843132	Non lo so.	5963	Ik weet het niet.
3756049	Perse la vista.	2997124	Hij heeft zijn gezichtsvermogen verloren.
1071888	Sembra che la storia sia vera.	978296	Dat verhaal lijkt waar te zijn.
6443803	Mary è la tua fidanzata?	7555223	Is Maria jouw vriendin?
1246367	Curò la mia malattia.	8657438	Hij genas mijn ziekte.
634408	Era la pazienza fatta a persona.	662640	Hij was het geduld in persoon.
2687856	Ve la meritate.	9238724	Jullie verdienen het.
3842416	Anch'io me lo chiedo.	1351920	Dat vraag ik me ook af.
5570583	Amo la mia vita.	8176028	Ik hou van mijn leven.
2565214	Io conosco la vedova di Tom.	6875819	Ik ken Toms weduwe.
3544339	Lavori la domenica?	1496478	Werk je op zondag?
4955031	Io lo farò, ma ad una condizione.	1473593	Ik doe het op één voorwaarde.
3414409	Domani è la Festa della mamma.	419448	Morgen is het Moederdag.
4939434	Ho la soluzione.	9444654	Ik heb de oplossing.
1973196	Mi piace ascoltare la musica, soprattutto la musica jazz.	726495	Ik luister graag naar muziek, naar jazzmuziek boven alles.
1814032	Io studio spesso ascoltando la musica.	1329429	Vaak leer ik terwijl ik naar muziek luister.
759865	Apri la bocca.	394627	Doe je mond open.
4989987	Io conosco tutte le mie vicine.	4979697	Ik ken al mijn buren.
4513645	Io le ammiro entrambe.	8988929	Ik bewonder ze beiden.
979949	È ritornata la pace dopo tre anni di guerra.	720398	De vrede kwam terug na drie jaar oorlog.
2422715	Dove si trova la farmacia più vicina?	738641	Waar is de dichtstbijzijnde apotheek?
3681409	Io spero che la vedrò.	8573029	Ik hoop haar te zien.
4488840	Io voglio che Tom sappia la verità.	9424011	Ik wil dat Tom de waarheid weet.
2805782	Dove sono le mie foto?	6133202	Waar zijn mijn foto's?
2578470	Io te lo darò.	8208840	Ik zal het je geven.
3338426	Lei strappò la sua lettera a pezzi.	4754819	Zij scheurde zijn brief in vele stukjes.
2526284	Quando ti sei alzata?	5904895	Wanneer ben je opgestaan?
1740328	Io ho la bocca secca.	9588974	Mijn mond is droog.
1591618	Per favore, mi mandi una lettera.	723871	Stuur mij een brief alstublieft.
3642776	Io sto cercando la mia macchina fotografica.	554345	Ik ben mijn camera aan het zoeken.
6559672	Amo le lingue turciche.	9444831	Ik hou van Turkse talen.
634406	Lui era la pazienza fatta a persona.	662640	Hij was het geduld in persoon.
3579052	Io non lo conosco.	752983	Ik ken hem niet.
4086265	Lei lo sta per riprovare.	8157239	Ze zal het weer proberen.
4730790	Non ti aspettare troppo aiuto dagli altri.	8336094	Kijk niet teveel naar anderen voor hulp.
2794835	Io non lo sapevo di essere stato adottato.	5776411	Ik wist niet dat ik geadopteerd was.
1751045	Mi dispiace, io ti amo.	398789	Het spijt me, ik hou van je.
2465841	Io voglio studiare la storia.	8473415	Ik wil geschiedenis studeren.
3583097	Tom si è tolto la camicia.	3582541	Tom trok zijn hemd uit.
2996115	Non ho ancora mangiato la colazione.	822324	Ik heb nog niet ontbeten.
1553650	Io lo conosco?	582699	Ken ik hem?
8821858	Amo le lingue semitiche.	9444843	Ik hou van Semitische talen.
3975820	Le ragazze non sono le benvenute.	2783694	Meisjes zijn niet welkom.
380218	C'è una mela sopra la scrivania.	386457	Er ligt één appel op de tafel.
380816	Ho deciso di dirle che lo amo.	380825	Ik heb besloten haar te zeggen dat ik van hem hou.
1461254	Qual è la tua canzone di Natale preferita?	9491137	Wat is je favoriete kerstlied?
4733702	Chi sono gli incapaci in questa situazione?	6043997	Wie zijn de onbekwame in deze situatie?
4472496	Non ti avrei mai conosciuta.	4472498	Ik zou jou nooit hebben leren kennen.
3500176	Più lungo è il giorno, più corta è la notte.	5210339	Hoe langer de dag, hoe korter de nacht.
376617	Non mi sorprende.	379572	Het verbaast me niet.
4507478	Queste sono le domande.	8237789	Dit zijn de vragen.
2676831	Nessuno mi capiva.	2676837	Niemand begreep mij.
475624	Il caffè mi mantiene sveglio.	7244332	Koffie houdt me wakker.
11252594	Dice che le fa male la gamba sinistra.	12343663	Ze zegt dat haar linkerbeen pijn doet.
2302336	Priscilla Chan è la fidanzata di Mark Zuckerberg.	3175322	Priscilla Chan is de vriendin van Mark Zuckerberg.
1694961	L'uomo bacia la donna.	3221735	De man kust de vrouw.
766329	Ha vinto la corsa facilmente.	721787	Hij heeft de wedren gemakkelijk gewonnen.
7592657	Quanti paesi cominciano con la lettera y?	7496516	Hoeveel landen beginnen met de letter y?
636329	Dio rasi la Regina!	411101	God schere de koningin!
1308200	L'inglese è la mia lingua madre.	8449602	Engels is mijn moedertaal.
410584	Questa è la fine.	560779	Dit is het einde.
1081551	Mi ci vorrebbe una vita per spiegare tutto.	379012	Ik zou een eeuwigheid bezig zijn om alles uit te leggen.
1031099	Mi piace la lingua occitana.	1031111	Ik hou van de Occitaanse taal.
3072365	Tom e Mary ti stanno aspettando.	10081986	Tom en Maria staan op je te wachten.
1497500	E che ne dici di un caffè?	4532136	Wat denk je van een koffie?
5901787	Cerca le parole nuove nel tuo dizionario.	5462362	Zoek de nieuwe woorden op in je woordenboek.
928771	Dove andremo dopo la morte?	4653254	Waar gaan we heen na de dood?
1927929	Sentendo la notizia, impallidì.	816134	Toen hij het nieuws hoorde, werd hij bleek.
3548095	Vienna è la capitale dell'Austria.	7463167	Wenen is de hoofdstad van Oostenrijk.
4468733	Lui non ti avrà dato niente.	4468743	Hij zal je niets hebben gegeven.
3244586	Il vecchio chiamò la bambola di legno Pinocchio.	7906461	De oude man noemde de houten pop Pinokkio.
7495365	Tom dove ha messo le sue chiavi?	11068557	Waar heeft Tom zijn sleutels gelaten?
426081	Puoi spegnere la luce?	1622936	Kan je het licht uitdoen?
7138279	Tom e Mary dicono che ci penseranno.	6864577	Tom en Maria zeggen dat ze erover zullen nadenken.
2695268	Salve, mi chiamo Omid.	3390241	Goedendag, mijn naam is Omid.
4428	Come ti chiami?	406591	Hoe heet je?
741751	Sono contro la guerra.	3452863	Ik ben tegen oorlog.
11561068	Qual è la valuta della Grecia?	11561073	Wat is de munteenheid van Griekenland?
758489	Suggerisco di rimanere a casa e guardare la TV.	823040	Ik stel voor dat we thuisblijven en tv kijken.
1820811	Quanti laghi ci sono in Finlandia?	2963868	Hoeveel meren zijn er in Finland?
3784742	A loro piacciono le arance?	4278370	Houden zij van sinaasappels?
2930420	Tom amava le banane.	3959141	Tom hield van bananen.
2847662	Tom proverà a convincere Mary ad accettare la vostra offerta.	8379142	Tom zal proberen Maria ervan te overtuigen uw aanbod te aanvaarden.
2131106	A me piace la vostra città.	2131102	Ik hou van uw stad.
3526022	Non mi piace per niente.	3615288	Ik mag haar helemaal niet.
9707261	Non mi piace la neve.	11632754	Ik hou niet van sneeuw.
11616855	Chi leggerà un giorno le frasi che ho scritto?	11616862	Wie zal op een dag de zinnen lezen die ik heb geschreven?
1089221	Ne sarò sicuro solo se lo vedrò con i miei occhi.	4688144	Ik zal pas zeker zijn wanneer ik dat met mijn eigen ogen zie.
538837	Tutti gli uomini devono morire.	651633	Alle mensen moeten sterven.
2745195	Dov'era la principessa?	7462187	Waar was de prinses?
5394442	Il Nahuatl era la lingua degli aztechi.	7899109	Nahuatl was de taal van de Azteken.
378685	Hai ricevuto la mia lettera?	745087	Hebt ge mijn brief ontvangen?
391166	Se trovi 30€ nel tuo cassetto, è perché avevo delle banconote di troppo e quindi le ho lasciate da te.	391168	Als je €30 in je la vindt, dan komt dat doordat ik te veel bankbiljetten had en ze daarom bij jou gelaten heb.
1663489	La maggior parte dei bambini odiano la scuola.	3424806	De meeste kinderen haten de school.
9329733	La SARS e la MERS sono esempi di due precedenti coronavirus.	8627641	SARS en MERS zijn voorbeelden van twee eerdere coronavirussen.
1269997	La statua non ha la testa.	8292196	Het standbeeld heeft geen hoofd.
411921	Mi dia un biglietto per lo spettacolo delle 7 in punto.	412108	Geeft u mij een kaartje voor de voorstelling van zeven uur, alstublieft.
10151157	Ho catturato la mosca.	11825822	Ik heb de vlieg gevangen.
1130916	Le persone creative tendono a porre le domande migliori e ottengono quindi le risposte migliori.	1255305	Creatieve mensen zijn geneigd de beste vragen te stellen, en zo bekomen ze de beste antwoorden.
2685587	Questa è la vista dalla sua stanza.	2685604	Dit is het uitzicht vanuit haar kamer.
5573516	"Tu sai come dicono: ""Chi semina, raccoglie"". Io ho seminato vento, ed ecco la tempesta."	382084	Jullie kennen de uitdrukking, dat we oogsten wat we zaaien. Ik heb de wind gezaaid en hier is mijn storm.
493595	Il suo discorso mi ha fatto una buona impressione.	4276805	Zijn voordracht maakte een goede indruk op me.
12706378	Non ho mai visto niente di simile.	12799871	Ik heb nooit iets dergelijks gezien.
12706379	Non capisco niente di quello che stai dicendo.	12799872	Ik begrijp niets van wat je zegt.
12706380	Non faccio mai nulla senza pensarci prima.	12799873	Ik doe nooit iets zonder er eerst over na te denken.
12706381	Non c'è niente che possa fermarci.	12799874	Er is niets dat ons kan stoppen.
12706382	Non voglio vedere mai più nessuno di loro.	12799875	Ik wil nooit meer iemand van hen zien.
12706383	Non ho mai detto niente di simile.	12799876	Ik heb nooit zoiets gezegd.
12706384	Non ci sarà nessuno al lavoro domani.	12799877	Er zal morgen niemand op het werk zijn.
12706385	Non ho mai avuto niente di così bello.	12799878	Ik heb nooit iets zo moois gehad.
12706386	Non possiamo più fare nulla per aiutarti.	12799879	We kunnen niets meer doen om je te helpen.
12706387	Non voglio sapere niente di questa storia.	12799880	Ik wil niets weten van dit verhaal.
12706388	Non siamo mai stati in nessun posto così tranquillo.	12799881	We zijn nooit op een rustigere plek geweest.
12706389	Non c'è nessuno che sappia fare questo lavoro.	12799882	Er is niemand die dit werk kan doen.
12706390	Non ho mai ricevuto niente da nessuno.	12799883	Ik heb nooit iets van iemand gekregen.
12706391	Non ho visto nessuno durante il tragitto.	12799884	Ik heb niemand gezien onderweg.
12706392	Non c'è mai stato niente di più difficile.	12799885	Er is nooit iets moeilijkers geweest.
12706393	Non ho mai conosciuto nessuno come te.	12799886	Ik heb nooit iemand zoals jij ontmoet.
12706394	Non mi interessa più sapere nulla su di loro.	12799887	Ik ben niet meer geïnteresseerd om iets over hen te weten.
12706395	Non c'è niente che mi possa far cambiare idea.	12799888	Er is niets dat mij van gedachten kan veranderen.
12706396	Non c'è niente di cui preoccuparsi.	12799889	Er is niets om je zorgen over te maken.
12706397	Ho comprato un panino al prosciutto.	12799890	Ik heb een broodje met ham gekocht.
12706398	Guarda quel gattino, è così carino!	12799891	Kijk naar dat katje, het is zo schattig!
12706399	Quel libretto è davvero interessante.	12799892	Dat boekje is echt interessant.
12706400	Ho visto un omone enorme al mercato.	12799893	Ik heb een enorme man op de markt gezien.
12706401	Questo cagnolino è adorabile.	12799894	Dit hondje is schattig.
12706402	Il vecchietto cammina lentamente.	12799895	Het oude mannetje loopt langzaam.
12706403	Questo vestitino è perfetto per l'estate.	12799896	Dit jurkje is perfect voor de zomer.
12706404	Hai visto il filmone al cinema?	12799897	Heb je de geweldige film in de bioscoop gezien?
12706405	Il porticino era aperto.	12799898	Het kleine deurtje stond open.
12706406	Quel ragazzaccio è sempre nei guai.	12799899	Die schoffie is altijd in de problemen.
12706407	Abbiamo preso un appartamentino carino.	12799900	We hebben een leuk klein appartementje genomen.
12706408	Quel giocattolino è rotto.	12799901	Dat speeltje is kapot.
12706409	Questo alberone è bellissimo in primavera.	12799902	Deze grote boom is prachtig in de lente.
12706410	Hai visto quella macchinina rossa?	12799903	Heb je dat rode autootje gezien?
12706411	Il topolino correva nella stanza.	12799904	Het muisje rende door de kamer.
12706412	La ragazzina è molto intelligente.	12799905	Het meisje is erg intelligent.
12706413	Ha fatto un lavoraccio, ma è finito!	12799906	Hij heeft een rotklus gedaan, maar het is klaar!
12706414	Questo stanzino è troppo piccolo per noi.	12799907	Dit kamertje is te klein voor ons.
12706415	Quel negozietto ha cose interessanti.	12799908	Dat winkeltje heeft interessante dingen.
12706416	Il gattone dorme sul divano tutto il giorno.	12799909	De grote kat slaapt de hele dag op de bank.
12706417	Quel fiumicello è davvero pittoresco.	12799910	Dat beekje is echt schilderachtig.
12706418	Il bambinello dorme nella culla.	12799911	Het babytje slaapt in de wieg.
12706419	Hai visto quel casone sulla collina?	12799912	Heb je dat grote huis op de heuvel gezien?
12706420	Questo dolcetto è delizioso.	12799913	Dit snoepje is heerlijk.
12706421	La donnina parla con tutti al mercato.	12799914	Het vrouwtje praat met iedereen op de markt.
12706422	Ho comprato un anellino d’oro.	12799915	Ik heb een gouden ringetje gekocht.
12706423	Quel ragazzino è davvero educato.	12799916	Dat jongetje is echt beleefd.
12706424	Hai preparato una zuppona per cena?	12799917	Heb je een grote soep voor het avondeten gemaakt?
12706425	Il boschetto vicino al lago è incantevole.	12799918	Het bosje naast het meer is betoverend.
12706426	Il ponticello è molto vecchio.	12799919	Het bruggetje is erg oud.
12706427	Quel librone pesa un sacco!	12799920	Dat grote boek weegt veel!
12706428	Questo occhialino è perfetto per leggere.	12799921	Deze kleine bril is perfect om te lezen.
12706429	La fontanella nel giardino è rotta.	12799922	Het fonteintje in de tuin is kapot.
12706430	Hai visto quel paesino in montagna?	12799923	Heb je dat kleine dorpje in de bergen gezien?
12706431	Ho trovato un pesciolino nel fiume.	12799924	Ik heb een visje in de rivier gevonden.
12706432	Questo cappottino è adatto per l’inverno.	12799925	Deze jas is geschikt voor de winter.
12706433	La stanzona era piena di gente.	12799926	De grote kamer was vol met mensen.
12706434	Ho ricevuto un pacchettino da mia zia.	12799927	Ik heb een pakje van mijn tante ontvangen.
12706435	Quel fiorellino è così fragile.	12799928	Dat bloemetje is zo fragiel.
12706436	Il mare oggi è un po’ mosso, ma splendido.	12799929	De zee is vandaag een beetje ruw, maar prachtig.
12706437	Il mio fratellino è andato a scuola.	12799930	Mijn broertje is naar school gegaan.
12706438	Questo cavallino è molto veloce.	12799931	Dit paardje is erg snel.
12706439	Ho visto un uccellino sul ramo.	12799932	Ik heb een vogeltje op de tak gezien.
12706440	La finestrella era aperta.	12799933	Het kleine raampje stond open.
12706441	Abbiamo giocato in un campetto di calcio.	12799934	We hebben op een klein voetbalveldje gespeeld.
12706442	Hai preparato una tortona per la festa?	12799935	Heb je een grote taart voor het feest gemaakt?
12706443	Il poverino è caduto dalla bicicletta.	12799936	Het arme mannetje is van de fiets gevallen.
12706444	Quel ragazzino ha un cuore gentile.	12799937	Dat jongetje heeft een vriendelijk hart.
12706445	Il caminetto scoppiettava nella stanza.	12799938	De open haard knetterde in de kamer.
12706446	Questo fiorellone cresce molto velocemente.	12799939	Deze grote bloem groeit erg snel.
12706447	Ho trovato un sassolino sulla spiaggia.	12799940	Ik heb een steentje op het strand gevonden.
12706448	Il trenino è pronto per partire.	12799941	Het treintje staat klaar om te vertrekken.
12706449	Questo cucchiaio è troppo piccolo, sembra un cucchiaino.	12799942	Deze lepel is te klein, het lijkt een lepeltje.
12706450	Quel disegnino sul muro è molto carino.	12799943	Die tekening op de muur is erg schattig.
12706451	Ho visto un cagnone al parco.	12799944	Ik heb een grote hond in het park gezien.
12706452	Il soldatino è caduto sul pavimento.	12799945	Het soldaatje is op de vloer gevallen.
12706453	Quel cavallone al galoppo era bellissimo.	12799946	Dat grote paard in galop was prachtig.
12706454	Hai visto il palloncino che vola?	12799947	Heb je de ballon zien vliegen?
12706455	La casetta nel bosco sembra magica.	12799948	Het huisje in het bos lijkt magisch.
12706456	Il maialino gioca nel fango.	12799949	Het varkentje speelt in de modder.
12706457	Il mio cuginetto ama i giocattoli.	12799950	Mijn neefje houdt van speelgoed.
12706458	Abbiamo trovato un posticino tranquillo.	12799951	We hebben een rustig plekje gevonden.
12706459	Quel bambinone mangia tanto!	12799952	Dat grote jongetje eet veel!
12706460	Ho preparato un caffettino per te.	12799953	Ik heb een klein kopje koffie voor je gemaakt.
12706461	La donnaccia è molto antipatica.	12799954	De vervelende vrouw is erg onaardig.
12706462	Questa camicetta ti sta benissimo.	12799955	Dit bloesje staat je geweldig.
12706463	Il pesciolone è saltato fuori dall’acqua.	12799956	De grote vis sprong uit het water.
12706464	Il viottolo porta al villaggio.	12799957	Het smalle paadje leidt naar het dorp.
12706465	Quel pasticcino è irresistibile.	12799958	Dat gebakje is onweerstaanbaar.
12706466	Abbiamo visto un orsetto nello zoo.	12799959	We hebben een beertje in de dierentuin gezien.
12706467	Questo maglione è molto caldo.	12799960	Deze grote trui is erg warm.
12706468	Il topolone ha rubato del formaggio.	12799961	De grote muis heeft kaas gestolen.
12706469	Hai trovato quel cappellino che cercavi?	12799962	Heb je dat hoedje gevonden dat je zocht?
12706470	Quella scatoletta contiene biscotti.	12799963	Dat kleine doosje bevat koekjes.
12706471	Il fiumone è in piena dopo le piogge.	12799964	De grote rivier is vol na de regen.
12706472	Ho dipinto un quadretto per la cucina.	12799965	Ik heb een schilderijtje voor de keuken gemaakt.
12706473	Quel porcello è davvero sporco.	12799966	Dat varkentje is echt vies.
12706474	Abbiamo preso una birretta insieme.	12799967	We hebben samen een biertje gedronken.
12706475	Questa letterina è per Babbo Natale.	12799968	Deze briefje is voor de Kerstman.
12706476	La donnina anziana cammina nel parco.	12799969	Het oude vrouwtje loopt in het park.
12706477	Il mio micino dorme sulla poltrona.	12799970	Mijn poesje slaapt op de stoel.
12706478	Abbiamo trovato una casettina vicino al lago.	12799971	We hebben een klein huisje bij het meer gevonden.
12706479	Quel libraccio è pieno di errori.	12799972	Dat slechte boek staat vol fouten.
12706480	Ho comprato un motorino usato.	12799973	Ik heb een tweedehands brommertje gekocht.
12706481	Il mare oggi è come uno specchietto.	12799974	De zee is vandaag zo glad als een spiegeltje.
12706482	Quel canarino canta tutto il giorno.	12799975	Die kanarie zingt de hele dag.
12706483	Ho fatto un regalino per il tuo compleanno.	12799976	Ik heb een cadeautje voor je verjaardag gemaakt.
12706484	Abbiamo attraversato un ponticello di legno.	12799977	We zijn een houten bruggetje overgestoken.
12706485	Quel cannone faceva un rumore fortissimo.	12799978	Dat grote kanon maakte een heel hard geluid.
12706486	Il mio nonnino racconta sempre storie interessanti.	12799979	Mijn opa vertelt altijd interessante verhalen.
12706487	Ho visto un topolino correre sotto il tavolo.	12799980	Ik zag een muisje onder de tafel rennen.
12706488	Questo zuccherino è per te.	12799981	Dit suikerklontje is voor jou.
12706489	Quel tavolone è difficile da spostare.	12799982	Die grote tafel is moeilijk te verplaatsen.
12706490	La borsetta è nuova e molto elegante.	12799983	Het tasje is nieuw en erg elegant.
12706491	Ho preparato un panettone per Natale.	12799984	Ik heb een kerstcake gemaakt.
12706492	Il ragazzone gioca nella squadra locale.	12799985	De grote jongen speelt in het lokale team.
12706493	Questo alberello è stato piantato ieri.	12799986	Dit boompje is gisteren geplant.
12706494	Abbiamo trovato un angolino tranquillo per parlare.	12799987	We hebben een rustig hoekje gevonden om te praten.
12706495	Quel bicchierino è troppo piccolo per il vino.	12799988	Dat glaasje is te klein voor de wijn.
12706496	Il pappagallino impara a parlare.	12799989	Het papegaaitje leert praten.
12706497	Quel bambinello è molto curioso.	12799990	Dat kleine jongetje is erg nieuwsgierig.
12706498	Abbiamo preso una stanzetta per il weekend.	12799991	We hebben een kamertje voor het weekend genomen.
12706499	La fontanella del parco non funziona.	12799992	Het fonteintje in het park werkt niet.
12706500	Questo cestino è pieno di frutta.	12799993	Dit mandje zit vol fruit.
12706501	Ho letto un articoletto interessante.	12799994	Ik heb een interessant artikeltje gelezen.
12706502	Il monticello è coperto di neve.	12799995	Het heuveltje is bedekt met sneeuw.
12706503	Quel capannone è usato come magazzino.	12799996	Die grote loods wordt als magazijn gebruikt.
12706504	Ho trovato un sassolino bianco sulla strada.	12799997	Ik heb een wit steentje op de weg gevonden.
12706505	Il pesciolino nuota felice nell’acquario.	12799998	Het visje zwemt vrolijk in het aquarium.
12706506	Quel fiorellino è così delicato.	12799928	Dat bloemetje is zo fragiel.
12706507	La vecchietta racconta storie del passato.	12799999	Het oude vrouwtje vertelt verhalen uit het verleden.
12706508	Quel giornalino è per bambini.	12800000	Dat krantje is voor kinderen.
12706509	Il lettino è perfetto per il bambino.	12800001	Het bedje is perfect voor de baby.
1510854	Il muro è spesso due metri.	883999	De muur is twee meter dik.
11577857	Mia nonna era una donna saggia.	11577864	Mijn oma was een wijze vrouw.
381885	Perché piangi?	392687	Waarom huil je?
3688901	Chi ha vinto?	4707824	Wie heeft gewonnen?
8762676	Riconobbi la sua voce.	8764069	Ik herkende haar stem.
4502512	Qualcuno sta cantando.	8722166	Iemand zingt.
11683618	Non ho mai sbandierato il mio orientamento sessuale.	12473958	Ik heb mijn seksuele geaardheid nooit aan de grote klok gehangen.
2792784	Noi vediamo cosa ci aspettiamo di vedere.	2795347	We zien wat we verwachten te zien.
2829348	Lui è un buongustaio.	4462689	Hij is een lekkerbek.
828671	Ho un amico in Inghilterra.	581259	Ik heb een vriend in Engeland.
5529051	Prometto che sarà felice.	6136816	Ik beloof dat je gelukkig zult zijn.
5077043	Tutti odiano Tom.	7533056	Iedereen haat Tom.
1928728	Tutte le palle sono gialle.	7770078	Alle ballen zijn geel.
6689300	Avrei potuto aiutare.	8373427	Ik had kunnen helpen.
1989155	Ti dirò di più sul Giappone.	650111	Ik zal je meer vertellen over Japan.
663056	La mia lingua madre è il giapponese.	403207	Mijn moedertaal is Japans.
350446	Il cliente ha sempre ragione.	450295	De klant heeft altijd gelijk.
2805513	Qual è la data di oggi?	387091	Welke datum is het vandaag?
4481525	Credevo che la chiave aprisse tutto.	4481527	Ik dacht dat de sleutel alles kon openen.
3592013	La storia di Roma è molto interessante.	7906244	De geschiedenis van Rome is erg interessant.
12483305	I suoi genitori sono della Spagna.	12496559	Zijn ouders komen uit Spanje.
10836945	Questo era troppo grande.	10836950	Dat was te groot.
1231819	No, papà!	1678347	Nee, papa.
4668464	Io sto scrivendo per esprimere la mia insoddisfazione.	4668481	Ik schrijf om mijn ongenoegen te uiten.
11470892	La prova è oggi.	11470899	De repetitie is vandaag.
4387698	Come sono state costruite le piramidi?	7462352	Hoe werden de piramides gebouwd?
6063334	Che giochi hai?	7729159	Welke spellen heb je?
5523148	Lei ballava con lui.	7908528	Ze danste met hem.
715654	Quella stanza non è molto grande.	845099	Deze kamer is niet zo groot.
1725892	Ma tutto ciò cos'ha a che fare con Tatoeba?	1727076	Maar wat heeft dat allemaal te doen met Tatoeba?
380622	È un girasole.	3609981	Dat is een zonnebloem.
2804509	Ho diritto a chiamare il mio avvocato.	3785338	Ik heb het recht mijn advokaat op te bellen.
2699570	Tom non ha bisogno degli occhiali.	7948110	Tom heeft geen bril nodig.
2680751	Qualcuno mi ha salvato la vita.	8538474	Iemand heeft mijn leven gered.
1807214	Il greco è difficile da imparare.	8223749	Grieks is moeilijk te leren.
4441695	In prossimità dell'Orsa Maggiore si trova Arturo, una stella gigante rossa.	4442100	In de nabijheid van de Grote Beer bevindt zich Arcturus, een rode reus.
1322188	Il pane è nel forno.	1484108	Het brood zit in de oven.
1471237	Dove sono le mie sigarette?	1476019	Waar zijn mijn sigaretten?
3091127	Dove pranzerai?	3535226	Waar ga je lunchen?
1642522	Un giornale ci dice che cosa sta succedendo nel mondo.	3740602	Een krant vertelt ons wat er gebeurt in de wereld.
527202	Non è lontano da qui.	11026433	Het is niet ver van hier.
1088010	Natasha è un nome russo.	2098143	Natasja is een Russische naam.
1852981	Un momento!	7550253	Momentje!
433047	No, grazie.	813613	Nee, dank u.
1730871	C'è un freddo cane.	709706	Het is bitter koud.
3154299	Tom è sorprendentemente sensibile al freddo.	3060224	Tom is verrassend gevoelig voor de kou.
1062215	Vivrò per un mese da mio zio.	3166508	Gedurende een maand zal ik bij mijn oom wonen.
2685415	Hai già le valigie pronte.	2685417	Je hebt de bagage al gepakt.
724420	L'esame che ha fatto la settimana scorsa era molto difficile.	709724	Het examen dat hij vorige week afgelegd heeft was uiterst moeilijk.
4265833	Tom è single?	8563088	Is Tom vrijgezel?
1541410	Eri ironico?	4911518	Ben je ironisch?
4474124	Perché non ci è stata detta la verità?	4514761	Waarom vertelde men ons de waarheid niet?
7744268	Era un'esperienza nuova per tutti.	10046736	Het was voor iedereen een nieuwe ervaring.
2515920	L'America ha dei nemici.	7926530	Amerika heeft vijanden.
1642554	Sa guidare?	7814809	Kunt u rijden?
1113164	Tom non parla francese.	6838420	Tom spreekt geen Frans.
8493216	Non posso lavorare domani.	5931232	Ik kan morgen niet werken.
1687518	È la ragazza dei miei sogni.	3778732	Ze is het meisje van mijn dromen.
900469	Il discorso del politico era offensivo.	12613869	De toespraak van de politicus was beledigend.
375608	Bob e Tom sono fratelli.	1033215	Bob en Tom zijn broers.
791102	In ogni caso, non mi piace.	1866526	Hoe dan ook, dit bevalt me niet.
1677520	Sono appena tornato dall'ufficio postale.	3175531	Ik ben net terug van het postkantoor.
705879	Quella ragazza che indossa una sciarpa è vergine.	2191336	Dat meisje dat een sjaal draagt, is maagd.
6581736	È la mia sedia preferita.	7546295	Dat is mijn lievelingsstoel.
2808087	Sono le otto.	9009904	Het is acht uur.
6922884	Mary ha un marito?	12397690	Heeft Maria een echtgenoot?
1054516	Dov'è la scuola?	1054515	Waar is de school?
479911	Sumatra è un'isola.	480971	Sumatra is een eiland.
